canonical_smi,solvent_grouped,et30,lambda_max_exp_nm
CCCCn1c2ccc(C=CC(=O)O)cc2c2cc(C=CC3=CC(=C4C(=O)N(CC)C(=S)N(CC)C4=O)C=C(C=Cc4ccc5c(c4)c4cc(C=CC(=O)O)ccc4n5CC(C)CC)O3)ccc21,DMF,43.2,510.0
CCCCn1c2ccc(C=CC(=O)O)cc2c2cc(C=CC3=CC(=C4C(=O)c5ccccc5C4=C(C#N)C#N)C=C(C=Cc4ccc5c(c4)c4cc(C=CC(=O)O)ccc4n5CC(C)CC)O3)ccc21,DMF,43.2,583.0
CCCCn1c2ccc(C=CC(=O)O)cc2c2cc(C=CC3=CC(=C4C(=C(C#N)C#N)c5ccccc5S4(=O)=O)C=C(C=Cc4ccc5c(c4)c4cc(C=CC(=O)O)ccc4n5CC(C)CC)O3)ccc21,DMF,43.2,598.0
Cc1n[nH]c(SCC(=O)[c-]2cccc2)n1.[Fe+2].c1cc[cH-]c1,Ethanol,51.9,460.0
O=C(CSc1nc(-c2ccco2)n[nH]1)[c-]1cccc1.[Fe+2].c1cc[cH-]c1,Ethanol,51.9,460.0
O=C(CSc1nc(-c2ccccc2)n[nH]1)[c-]1cccc1.[Fe+2].c1cc[cH-]c1,Ethanol,51.9,460.0
Cc1ccc(-c2n[nH]c(SCC(=O)[c-]3cccc3)n2)cc1.[Fe+2].c1cc[cH-]c1,Ethanol,51.9,460.0
COc1ccc(-c2n[nH]c(SCC(=O)[c-]3cccc3)n2)cc1.[Fe+2].c1cc[cH-]c1,Ethanol,51.9,460.0
O=C(CSc1nc(-c2cccc(Br)c2)n[nH]1)[c-]1cccc1.[Fe+2].c1cc[cH-]c1,Ethanol,51.9,460.0
O=C(CSc1nc(-c2ccc([N+](=O)[O-])cc2)n[nH]1)[c-]1cccc1.[Fe+2].c1cc[cH-]c1,Ethanol,51.9,454.0
O=Cc1cc(Br)ccc1O,Ethanol,51.9,313.0
[C-]#[N+]C(=Cc1ccc(N(c2ccc(-c3cccc(OC)c3)cc2)c2ccc(-c3nc4c(-c5cccc(OC)c5)ccc(-c5cccc(OC)c5)c4[nH]3)cc2)cc1)C(=O)O,Toluene,33.9,310.0
[C-]#[N+]C(=Cc1ccc(N(c2ccc(-c3cccc(N(C)C)c3)cc2)c2ccc(-c3nc4c(-c5cccc(OC)c5)ccc(-c5cccc(OC)c5)c4[nH]3)cc2)cc1)C(=O)O,Toluene,33.9,360.0
[C-]#[N+]C(=Cc1ccc(N(c2ccc(Br)cc2)c2ccc(-c3nc4c(-c5cccc(OC)c5)ccc(-c5cccc(OC)c5)c4[nH]3)cc2)cc1)C(=O)O,Toluene,33.9,365.0
[Zr],DMSO,45.1,687.0
[Hf],Toluene,33.9,687.0
COC(=O)c1cc(Br)ccc1N,Water,63.1,410.0
[I],Chloroform,39.1,404.0
C1=CCCC=C1,Other,,636.0
Nc1cc[nH+]cc1.Nc1cc[nH+]cc1.O=C([O-])c1ccccc1C(=O)[O-],Methanol,55.4,335.0
[O-]c1ccccc1C=Nc1cccc2ccc(-c3nc4ccccc4[nH]3)nc12,Toluene,33.9,318.0
Cc1cc(C)c([O-])c(C=Nc2cccc3ccc(-c4nc5ccccc5[nH]4)nc23)c1,Toluene,33.9,323.0
CC(C)(C)c1cc(C=Nc2cccc3ccc(-c4nc5ccccc5[nH]4)nc23)c([O-])c(C(C)(C)C)c1.CC(C)(C)c1cc(C=Nc2cccc3ccc(-c4nc5ccccc5[nH]4)nc23)c([O-])c(C(C)(C)C)c1.[Zn+2],Toluene,33.9,324.0
Cc1cc(C(C)(C)C)cc(C=Nc2cccc3ccc(-c4nc5ccccc5[nH]4)nc23)c1[O-].Cc1cc(C(C)(C)C)cc(C=Nc2cccc3ccc(-c4nc5ccccc5[nH]4)nc23)c1[O-].[Zn+2],Toluene,33.9,323.0
[O-]c1ccc(Br)cc1C=Nc1cccc2ccc(-c3nc4ccccc4[nH]3)nc12.[O-]c1ccc(Br)cc1C=Nc1cccc2ccc(-c3nc4ccccc4[nH]3)nc12.[Zn+2],Toluene,33.9,318.0
C(#Cc1ccc(N(c2ccc(C#Cc3ccc(C=Cc4ccncn4)cc3)cc2)c2ccc(C#Cc3ccc(C=Cc4ccncn4)cc3)cc2)cc1)c1ccc(C=Cc2ccncn2)cc1,DCM,40.7,441.0
C(#Cc1ccc(C=Cc2ccncn2)s1)c1ccc(N(c2ccc(C#Cc3ccc(C=Cc4ccncn4)s3)cc2)c2ccc(C#Cc3ccc(C=Cc4ccncn4)s3)cc2)cc1,Hexane,31.0,468.0
C(#Cc1ccc(N(c2ccc(C#Cc3ccc(C=Cc4cnc5ccccc5n4)cc3)cc2)c2ccc(C#Cc3ccc(C=Cc4cnc5ccccc5n4)cc3)cc2)cc1)c1ccc(C=Cc2cnc3ccccc3n2)cc1,Hexane,31.0,458.0
C(#Cc1ccc(C=Cc2cnc3ccccc3n2)s1)c1ccc(N(c2ccc(C#Cc3ccc(C=Cc4cnc5ccccc5n4)s3)cc2)c2ccc(C#Cc3ccc(C=Cc4cnc5ccccc5n4)s3)cc2)cc1,DCM,40.7,485.0
C(#Cc1ccc(N(c2ccc(C#Cc3ccc(C=Cc4cnccn4)cc3)cc2)c2ccc(C#Cc3ccc(C=Cc4cnccn4)cc3)cc2)cc1)c1ccc(C=Cc2cnccn2)cc1,DCM,40.7,432.0
CC1(C)c2ccccc2-c2ccc(C#Cc3c4ccccc4c(C#Cc4ccc5c(c4)C(C)(C)c4ccccc4-5)c4cc5c(cc34)-c3ccccc3C5(C)C)cc21,DCM,40.7,500.0
CC1(C)c2ccccc2-c2ccc(C#Cc3c4ccccc4c(C#Cc4ccc5c(c4)C(C)(C)c4ccccc4-5)c4cc5c(cc34)-c3ccc(Br)cc3C5(C)C)cc21,DCM,40.7,501.0
CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[In+3],DMF,43.2,705.0
[Ce+3],Chloroform,39.1,652.0
[Gd+3],Chloroform,39.1,681.0
NC(=O)c1ccccc1.c1ccc(C[n+]2cccc3ccccc32)cc1,Water,63.1,270.0
CN(C)C=C(Cl)C=[N+](C)C.F[P-](F)(F)(F)(F)F,DCM,40.7,327.0
Cn1ccnc1,Acetonitrile,45.6,246.0
Cc1ccsc1-c1ccc(-c2sc(-c3ccc(-c4nc(-c5ccc(-c6cc(C)c(-c7ccc(-c8sccc8C)c8nsnc78)s6)cc5)nc(-c5ccc(-c6cc(C)c(-c7ccc(-c8sccc8C)c8nsnc78)s6)cc5)n4)cc3)cc2C)c2nsnc12,Dioxane,36.0,373.0
OCCSc1c(F)c(F)c(-c2c3nc(c(-c4c(F)c(F)c(SCCO)c(F)c4F)c4ccc([nH]4)c(-c4c(F)c(F)c(F)c(F)c4F)c4nc(c(-c5c(F)c(F)c(F)c(F)c5F)c5ccc2[nH]5)C=C4)C=C3)c(F)c1F,DMSO,45.1,413.0
OCCSc1c(F)c(F)c(-c2c3nc(c(-c4c(F)c(F)c(F)c(F)c4F)c4ccc([nH]4)c(-c4c(F)c(F)c(SCCO)c(F)c4F)c4nc(c(-c5c(F)c(F)c(F)c(F)c5F)c5ccc2[nH]5)C=C4)C=C3)c(F)c1F,DMSO,45.1,413.5
Cc1cc(C)cc(N2C(=O)c3cccc4cc(N=Cc5ccc(C=Nc6cc7c8c(cccc8c6)C(=O)N(c6cc(C)cc(C)c6)C7=O)s5)cc(c34)C2=O)c1,Chloroform,39.1,388.0
Cc1cc(C)cc(N2C(=O)c3cccc4cc(N=Cc5ccc(-c6ccc(C=Nc7cc8c9c(cccc9c7)C(=O)N(c7cc(C)cc(C)c7)C8=O)s6)s5)cc(c34)C2=O)c1,Chloroform,39.1,425.0
Cc1c2oc(-c3ccc(Br)cc3)c(-c3ccc(Br)cc3)c2c(C)c2oc(-c3ccc(Br)cc3)c(-c3ccc(Br)cc3)c12,DCM,40.7,228.0
Cc1c2oc(-c3ccc(-c4ccccc4)cc3)c(-c3ccc(-c4ccccc4)cc3)c2c(C)c2oc(-c3ccc(-c4ccccc4)cc3)c(-c3ccc(-c4ccccc4)cc3)c12,DCM,40.7,261.0
COc1ccc(-c2ccc(-c3oc4c(C)c5c(-c6ccc(-c7ccc(OC)cc7)cc6)c(-c6ccc(-c7ccc(OC)cc7)cc6)oc5c(C)c4c3-c3ccc(-c4ccc(OC)cc4)cc3)cc2)cc1,DCM,40.7,276.0
COc1ccccc1-c1ccc(-c2oc3c(C)c4c(-c5ccc(-c6ccccc6OC)cc5)c(-c5ccc(-c6ccccc6OC)cc5)oc4c(C)c3c2-c2ccc(-c3ccccc3OC)cc2)cc1,DCM,40.7,252.0
COc1cccc(-c2ccc(-c3oc4c(C)c5c(-c6ccc(-c7cccc(OC)c7)cc6)c(-c6ccc(-c7cccc(OC)c7)cc6)oc5c(C)c4c3-c3ccc(-c4cccc(OC)c4)cc3)cc2)c1,DCM,40.7,261.0
Cc1c2oc(-c3ccc(-c4ccc(C#N)cc4)cc3)c(-c3ccc(-c4ccc(C#N)cc4)cc3)c2c(C)c2oc(-c3ccc(-c4ccc(C#N)cc4)cc3)c(-c3ccc(-c4ccc(C#N)cc4)cc3)c12,DCM,40.7,275.0
Cc1c2oc(-c3ccc(-c4ccc(C=O)cc4)cc3)c(-c3ccc(-c4ccc(C=O)cc4)cc3)c2c(C)c2oc(-c3ccc(-c4ccc(C=O)cc4)cc3)c(-c3ccc(-c4ccc(C=O)cc4)cc3)c12,DCM,40.7,288.0
COC(=O)c1cccc(-c2ccc(-c3oc4c(C)c5c(-c6ccc(-c7cccc(C(=O)OC)c7)cc6)c(-c6ccc(-c7cccc(C(=O)OC)c7)cc6)oc5c(C)c4c3-c3ccc(-c4cccc(C(=O)OC)c4)cc3)cc2)c1,DCM,40.7,262.0
Cc1c2oc(-c3ccc(-c4ccc5ccccc5c4)cc3)c(-c3ccc(-c4ccc5ccccc5c4)cc3)c2c(C)c2oc(-c3ccc(-c4ccc5ccccc5c4)cc3)c(-c3ccc(-c4ccc5ccccc5c4)cc3)c12,DCM,40.7,259.0
Cc1c2oc(-c3ccc(-c4cccc5ccccc45)cc3)c(-c3ccc(-c4cccc5ccccc45)cc3)c2c(C)c2oc(-c3ccc(-c4cccc5ccccc45)cc3)c(-c3ccc(-c4cccc5ccccc45)cc3)c12,DCM,40.7,292.0
Cc1c2oc(-c3ccc(-c4ccncc4)cc3)c(-c3ccc(-c4ccncc4)cc3)c2c(C)c2oc(-c3ccc(-c4ccncc4)cc3)c(-c3ccc(-c4ccncc4)cc3)c12,DCM,40.7,262.0
Cc1c2oc(-c3ccc(-c4cnc5ccccc5c4)cc3)c(-c3ccc(-c4cnc5ccccc5c4)cc3)c2c(C)c2oc(-c3ccc(-c4cnc5ccccc5c4)cc3)c(-c3ccc(-c4cnc5ccccc5c4)cc3)c12,DCM,40.7,258.0
Cc1c2oc(-c3ccc(-c4ccoc4)cc3)c(-c3ccc(-c4ccoc4)cc3)c2c(C)c2oc(-c3ccc(-c4ccoc4)cc3)c(-c3ccc(-c4ccoc4)cc3)c12,DCM,40.7,260.0
Cc1c2oc(-c3ccc(C=Cc4cc(C(C)(C)C)cc(C(C)(C)C)c4)cc3)c(-c3ccc(C=Cc4cc(C(C)(C)C)cc(C(C)(C)C)c4)cc3)c2c(C)c2oc(-c3ccc(C=Cc4cc(C(C)(C)C)cc(C(C)(C)C)c4)cc3)c(-c3ccc(C=Cc4cc(C(C)(C)C)cc(C(C)(C)C)c4)cc3)c12,DCM,40.7,321.0
CN1c2ccccc2Sc2cc(C=Cc3ccc(N(c4ccc(C=Cc5ccc6c(c5)Sc5ccccc5N6C)cc4)c4ccc(C=Cc5ccc(C=Cc6ccc(N(c7ccc(C=Cc8ccc9c(c8)Sc8ccccc8N9C)cc7)c7ccc(C=Cc8ccc9c(c8)Sc8ccccc8N9C)cc7)cc6)c6nsnc56)cc4)cc3)ccc21,DCM,40.7,430.0
C(=Cc1ccc(N(c2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(C=Cc3ccc(C=Cc4ccc(N(c5ccc(C=Cc6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)c5ccc(C=Cc6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)cc4)c4nsnc34)cc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,DMF,43.2,425.0
CN1c2ccccc2Sc2cc(C=Cc3ccc(N(c4ccc(C=Cc5ccc6c(c5)Sc5ccccc5N6C)cc4)c4ccc(C=Cc5ccc(C=Cc6ccc(N(c7ccc(C=Cc8ccc(N(c9ccccc9)c9ccccc9)cc8)cc7)c7ccc(C=Cc8ccc(N(c9ccccc9)c9ccccc9)cc8)cc7)cc6)c6nsnc56)cc4)cc3)ccc21,DMF,43.2,430.0
[Pr],Ethanol,51.9,210.0
CC(C)(C)c1ccc2c3ccccc3n(-c3ccc4c(-c5ccccc5)c5cc(-n6c7ccccc7c7cccc(C(C)(C)C)c76)ccc5c(-c5ccccc5)c4c3)c2c1,DCM,40.7,334.0
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)C(=CNc1ccccc1)CCC3.[O-][Cl+3]([O-])([O-])[O-],Ethanol,51.9,608.0
CCN(CC)c1ccc2cc3c([o+]c2c1)C(=CNc1ccccc1)CCC3.[O-][Cl+3]([O-])([O-])[O-],Ethanol,51.9,616.0
[Ti],Toluene,33.9,702.0
CCN(CC)C1=C(C=C2[Se]c3ccccc3N2CC)C(=O)C1=Cc1[se]c2ccccc2[n+]1CC.O=S(=O)([O-])C(F)(F)F,Chloroform,39.1,698.0
CN(C)[c-]1cccc1-c1cccc2ccccc12.[Fe+2].c1cc[cH-]c1,DMF,43.2,283.0
CCCCCCCCCCOc1cc(C(=O)Oc2ccc(-n3cc(-[c-]4cccc4)nn3)c([N+](=O)[O-])c2)cc(OCCCCCCCCCC)c1OCCCCCCCCCC.[Fe+2].c1cc[cH-]c1,DCM,40.7,248.0
CCCCCCCCCCCCOc1cc(C(=O)Oc2ccc(-n3cc(-[c-]4cccc4)nn3)c([N+](=O)[O-])c2)cc(OCCCCCCCCCCCC)c1OCCCCCCCCCCCC.[Fe+2].c1cc[cH-]c1,DCM,40.7,248.0
CCCCCCCCCCCCCCOc1cc(C(=O)[O-])c(-c2ccc(-n3cc(-[c-]4cccc4)nn3)c([N+](=O)[O-])c2)c(OCCCCCCCCCCCCCC)c1OCCCCCCCCCCCCCC.[Fe+2].c1cc[cH-]c1,DCM,40.7,248.0
C[Si](C)(C=C[Si](C)(C)[Si]([Si](C)(C)C=C[Si](C)(C)c1ccc(-c2cccs2)s1)([Si](C)(C)C=C[Si](C)(C)c1ccc(-c2cccs2)s1)[Si](C)(C)C=C[Si](C)(C)c1ccc(-c2cccs2)s1)c1ccc(-c2cccs2)s1,Dioxane,36.0,311.0
CCCCN1c2ccccc2Oc2cc(C=CC3=[N+](CCCC)c4ccc(C(=O)O)cc4C3(C)C)ccc21.[I-],DCM,40.7,617.0
CCCCN1c2ccccc2Oc2cc(C=CC3=C(O)C(=CC4=[N+](CCCC)c5ccc(C(=O)O)cc5C4(C)C)C3=O)ccc21.[I-],DCM,40.7,666.0
CCCCN1c2ccccc2Oc2cc(-c3ccc(C=CC4=[N+](CCCC)c5ccc(C(=O)O)cc5C4(C)C)s3)ccc21.[I-],DCM,40.7,626.0
CCN(CC)c1ccc(C=CC2=[N+](CCC(=O)O)c3ccccc3C2(C)C)cc1.[I-],THF,37.4,563.0
CC1(C)C(C=Cc2ccc(N3CCCC3)cc2)=[N+](CCC(=O)O)c2ccccc21.[I-],THF,37.4,566.0
CCn1c2ccc(-c3ccc4c(c3)c3cc(-c5nc(-c6ccccc6)c(-c6ccccc6)n5-c5ccc(OC)cc5)ccc3n4CC)cc2c2cc(-c3nc(-c4ccccc4)c(-c4ccccc4)n3-c3ccc(OC)cc3)ccc21,DMSO,45.1,313.0
CCn1c2ccc(-c3ccc4c(c3)c3cc(-c5nc(-c6ccccc6)c(-c6ccccc6)n5-c5ccc(F)cc5)ccc3n4CC)cc2c2cc(-c3nc(-c4ccccc4)c(-c4ccccc4)n3-c3ccc(F)cc3)ccc21,DMSO,45.1,314.0
NC1CCCCC1N,Water,63.1,393.0
CCCCn1c2cc(C=C3C(=O)N(CC(C)CC)C(=O)C(C#N)=C3C)sc2c2sc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc21,Chloroform,39.1,621.0
O=C1CC(=O)NC(=O)N1,DCM,40.7,514.0
O=C1CC(=O)NC(=S)N1,DCM,40.7,537.0
C(=C[c-]1cccc1)c1nnc(-c2nc(-c3ccccc3)no2)o1.[Fe+2].c1cc[cH-]c1,Chloroform,39.1,327.0
Cc1ccc(-c2noc(-c3nnc(C=C[c-]4cccc4)o3)n2)cc1.[Fe+2].c1cc[cH-]c1,Chloroform,39.1,328.0
COc1ccc(-c2noc(-c3nnc(C=C[c-]4cccc4)o3)n2)cc1.[Fe+2].c1cc[cH-]c1,Chloroform,39.1,257.0
Clc1ccc(-c2noc(-c3nnc(C=C[c-]4cccc4)o3)n2)cc1.[Fe+2].c1cc[cH-]c1,Chloroform,39.1,327.0
FC(F)(F)c1ccc(-c2noc(-c3nnc(C=C[c-]4cccc4)o3)n2)cc1.[Fe+2].c1cc[cH-]c1,Chloroform,39.1,329.0
[Ar],Methanol,55.4,465.0
[O]=[Ti+2],DMSO,45.1,689.0
[Sn+2],DMSO,45.1,691.0
c1ccc(-c2cc(-c3ccccc3N(c3ccccc3)c3ccccc3)c(-c3ccccc3)cc2-c2ccccc2N(c2ccccc2)c2ccccc2)cc1,DCM,40.7,415.0
c1ccc(Cc2cc(-c3ccccc3N(c3ccccc3)c3ccccc3)c(Cc3ccccc3)cc2-c2ccccc2N(c2ccccc2)c2ccccc2)cc1,DCM,40.7,410.0
c1ccc(N(c2ccccc2)c2ccccc2-c2cc(-c3cccc4ccccc34)c(-c3ccccc3N(c3ccccc3)c3ccccc3)cc2-c2cccc3ccccc23)cc1,DCM,40.7,419.0
[Pb+2],Toluene,33.9,717.0
CN1C(=CN=Nc2ccc(C=CC3Sc4ccccc4N3CCO)cc2)C(C)(C)c2ccccc21.[I-],THF,37.4,574.0
CN1C(=CN=Nc2ccc(C=CC3=CCN(CCO)c4ccccc43)cc2)C(C)(C)c2ccccc21.[I-],THF,37.4,551.0
CC(=O)O,DMSO,45.1,267.0
O=C1CN=CN1,Methanol,55.4,459.0
C1=CC(=NC2c3cccnc3-c3ncccc32)C(OCC(COC2C=CC=CC2=NC2c3cccnc3-c3ncccc32)(COC2C=CC=CC2=NC2c3cccnc3-c3ncccc32)COC2C=CC=CC2=NC2c3cccnc3-c3ncccc32)C=C1,Chloroform,39.1,432.0
CCC(COC1C=CC=CC1=NC1c2cccnc2-c2ncccc21)(COC1C=CC=CC1=NC1c2cccnc2-c2ncccc21)COC1C=CC=CC1=NC1c2cccnc2-c2ncccc21,Chloroform,39.1,432.0
[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],Acetonitrile,45.6,370.0
COCCOCCOCCOCCOc1ccc(-c2c3nc(c(-c4cccc(I)c4)c4ccc([nH]4)c(-c4ccc(OCCOCCOCCOCCOC)cc4)c4nc(c(-c5cccc(I)c5)c5ccc2[nH]5)C=C4)C=C3)cc1.[Zn],Water,63.1,436.0
COCCOCCOCCOCCOc1ccc(-c2c3nc(c(-c4ccc(OCCOCCOCCOCCOC)cc4)c4ccc([nH]4)c(-c4cccc(I)c4)c4nc(c(-c5cccc(I)c5)c5ccc2[nH]5)C=C4)C=C3)cc1.[Zn],Water,63.1,435.0
CONC(=O)O,Methanol,55.4,378.0
S=C(NN=Cc1ccccc1OCCCOc1ccccc1C=NNC(=S)Nc1ccc(Br)cc1)Nc1ccc(Br)cc1,DCM,40.7,312.0
OC(COc1ccccc1C=NNC(=S)Nc1ccc(Br)cc1)COc1ccccc1C=NNC(=S)Nc1ccc(Br)cc1,DCM,40.7,313.0
N#CBr,Methanol,55.4,254.0
Clc1ccc(N2N=C([c-]3cccc3)CC2c2ccccc2)nn1.[Fe+2].c1cc[cH-]c1,Chloroform,39.1,326.0
Clc1ccc(N2N=C([c-]3cccc3)CC2c2ccccc2Cl)nn1.[Fe+2].c1cc[cH-]c1,Chloroform,39.1,325.0
Clc1ccc(C2CC([c-]3cccc3)=NN2c2ccc(Cl)nn2)c(Cl)c1.[Fe+2].c1cc[cH-]c1,Chloroform,39.1,324.0
Clc1ccc(N2N=C([c-]3cccc3)CC2c2ccccc2OCc2ccccc2)nn1.[Fe+2].c1cc[cH-]c1,Chloroform,39.1,326.0
Clc1ccc(N2N=C([c-]3cccc3)CC2c2ccc(OCc3ccccc3)cc2)nn1.[Fe+2].c1cc[cH-]c1,Chloroform,39.1,326.0
CCCOc1ccc(N2N=C([c-]3cccc3)CC2c2ccccc2Cl)nn1.[Fe+2].c1cc[cH-]c1,Chloroform,39.1,325.0
CCCOc1ccc(N2N=C([c-]3cccc3)CC2c2ccc(Cl)cc2Cl)nn1.[Fe+2].c1cc[cH-]c1,Chloroform,39.1,323.0
CCCOc1ccc(N2N=C([c-]3cccc3)CC2c2ccccc2OCc2ccccc2)nn1.[Fe+2].c1cc[cH-]c1,Chloroform,39.1,325.0
COc1ccc(Cc2nnc3sc(-c4cc[cH-]c4)nn23)cc1.[Fe+2].c1cc[cH-]c1,DMSO,45.1,284.0
CC1=CC(=O)CCC1,Ethanol,51.9,532.0
COc1ccc(-c2ccc(C3=C4C(=O)N(C(=O)OC(C)(C)C)C(c5ccc(-c6ccc(OC)c(OC)c6)cc5)=C4C(=O)N3C(=O)OC(C)(C)C)cc2)cc1OC,DCM,40.7,472.0
CN(C)c1ccc(-c2ccc(C3=C4C(=O)N(C(=O)OC(C)(C)C)C(c5ccc(-c6ccc(N(C)C)cc6)cc5)=C4C(=O)N3C(=O)OC(C)(C)C)cc2)cc1,DCM,40.7,518.0
CSc1ccc(-c2ccc(C3=C4C(=O)N(C(=O)OC(C)(C)C)C(c5ccc(-c6ccc(SC)cc6)cc5)=C4C(=O)N3C(=O)OC(C)(C)C)cc2)cc1,DCM,40.7,469.0
CC(C)(C)OC(=O)N1C(=O)C2=C(c3ccc(-c4ccc(C(C)(C)C)cc4)cc3)N(C(=O)OC(C)(C)C)C(=O)C2=C1c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,DCM,40.7,463.0
CC(C)(C)OC(=O)N1C(=O)C2=C(c3ccc(-c4ccc(S(C)(=O)=O)cc4)cc3)N(C(=O)OC(C)(C)C)C(=O)C2=C1c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1,DCM,40.7,451.0
CC1(C)c2cc(-c3c4ccccc4c(-c4ccc([Si](c5ccccc5)(c5ccccc5)c5ccccc5)cc4)c4ccccc34)ccc2-c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc21,DCM,40.7,453.0
CC1(C)c2cc(-c3c4ccccc4c(-c4c5ccccc5c(-c5ccc6c(c5)C(C)(C)c5cc([Si](c7ccccc7)(c7ccccc7)c7ccccc7)ccc5-6)c5ccccc45)c4ccccc34)ccc2-c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc21,DCM,40.7,463.0
CC1(C)c2cc(-c3c4ccccc4c(-c4c5ccccc5c(-c5ccccc5)c5ccccc45)c4ccccc34)ccc2-c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc21,DCM,40.7,450.0
CC1(C)c2cc(-c3c4ccccc4c(-c4ccc(-c5c6ccccc6c(-c6ccccc6)c6ccccc56)cc4)c4ccccc34)ccc2-c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc21,DCM,40.7,439.0
CCCNc1cc2oc3cc(=[NH+]CCCO)ccc-3nc2c2ccccc12.[Cl-],Ethanol,51.9,615.0
CCCNc1cc2oc3cc(=[NH+]CCCC(=O)OCC)ccc-3nc2c2ccccc12.[Cl-],Ethanol,51.9,623.0
CCOC(=O)CCCNc1cc2oc3cc(=[NH+]CCCC(=O)OCC)ccc-3nc2c2ccccc12.[Cl-],Ethanol,51.9,625.0
CN1C(=CC=CC=CC2=C(C#N)C(=C(C#N)C#N)OC2(C)C)C(C)(C)c2ccccc21,DMF,43.2,698.0
CN1C(=CC=CC=CC=CC2=C(C#N)C(=C(C#N)C#N)OC2(C)C)C(C)(C)c2ccccc21,DMF,43.2,810.0
CN1C(=CC=C2CC(C(C)(C)C)CC(C=CC3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C2Cl)C(C)(C)c2ccccc21,DMF,43.2,843.0
CN1C(=CC=C2CC(C(C)(C)C)CC(C=CC3=C(C#N)C(=C(C#N)C#N)OC3(C)C)=C2Br)C(C)(C)c2ccccc21,DMF,43.2,843.0
Cc1cc(C(C)(C)C)c(OC2=C(C=CC3=C(C#N)C(=C(C#N)C#N)OC3(C)C)CC(C(C)(C)C)CC2=CC=C2N(C)c3ccccc3C2(C)C)c(C(C)(C)C)c1,DMF,43.2,896.0
CCC(C)Oc1c2cc(-c3ccc4c5nc6ccccc6nc5n(C)c4c3)sc2c(OC(C)CC)c2cc(-c3ccc4c5nc6ccccc6nc5n(C)c4c3)sc12,Chloroform,39.1,500.0
Cc1cc(C=C2Sc3ccccc3N2C)cc(C)[n+]1CCCCC[n+]1c(C)cc(C=C2Sc3ccccc3N2C)cc1C.[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-],DMF,43.2,451.0
Cc1cc(C=C2Sc3ccccc3N2C)cc(C)[n+]1CCCCCC[n+]1c(C)cc(C=C2Sc3ccccc3N2C)cc1C.[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-],DMF,43.2,454.0
Cc1cc(C=C2Sc3ccccc3N2C)cc(C)[n+]1CCOCC[n+]1c(C)cc(C=C2Sc3ccccc3N2C)cc1C.[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-],DMF,43.2,451.0
Cc1cc(C=C2Sc3ccccc3N2C)cc(C)[n+]1CCCNCCC[n+]1c(C)cc(C=C2Sc3ccccc3N2C)cc1C.[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-],DMF,43.2,455.0
Cc1cc(C=C2Sc3ccccc3N2C)cc(C)[n+]1CCNCCNCC[n+]1c(C)cc(C=C2Sc3ccccc3N2C)cc1C.[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-],DMF,43.2,455.0
Cc1cc(C=C2Sc3ccccc3N2C)cc(C)[n+]1CCCCCC(=O)N1CCN(C(=O)CCCCC[n+]2c(C)cc(C=C3Sc4ccccc4N3C)cc2C)CC1.[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-],DMF,43.2,453.0
Cc1cc(C=C2Sc3ccccc3N2C)cc(C)[n+]1CCCCCCCCCCCC[n+]1c(C)cc(C=C2Sc3ccccc3N2C)cc1C.[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-],DMF,43.2,453.0
Cc1cc(C=C2Sc3ccccc3N2C)cc(C)[n+]1CCCCCC(=O)Nc1ccc(NC(=O)Nc2ccc(Cc3ccc(NC(=O)Nc4ccc(NC(=O)CCCCC[n+]5c(C)cc(C=C6Sc7ccccc7N6C)cc5C)cc4)cc3)cc2)cc1.[O-][Cl+3]([O-])([O-])[O-].[O-][Cl+3]([O-])([O-])[O-],DMF,43.2,452.0
CC(=O)[O-].[NH4+],Toluene,33.9,325.0
CI,Other,,535.6
BPPB,DMSO,45.1,505.0
CCOC(=O)C(C#N)=C1C=C(C)CC(C)(C)C1,Methanol,55.4,625.0
