canonical_smi,solvent_grouped,et30,lambda_max_exp_nm
CCOc1nc(-c2ccc(Cl)cc2)cc(-c2ccc(N3CCOCC3)cc2)c1C#N,Chloroform,39.1,330.0
N#Cc1ccc(-c2ccc(F)cc2)nc1,Chloroform,39.1,329.0
CCOc1nc(-c2ccc(F)cc2)cc(-c2ccc(N3CCOCC3)cc2)c1C#N,Chloroform,39.1,329.0
CCOc1nc(-c2ccc(C)cc2)cc(-c2ccc(N3CCOCC3)cc2)c1C#N,Chloroform,39.1,332.5
CCOc1nc(-c2ccc(OC)cc2)cc(-c2ccc(N3CCOCC3)cc2)c1C#N,Chloroform,39.1,311.0
CCOc1nc(-c2cccs2)cc(-c2ccc(N3CCOCC3)cc2)c1C#N,Chloroform,39.1,331.0
CCOc1nc(-c2ccco2)cc(-c2ccc(N3CCOCC3)cc2)c1C#N,Chloroform,39.1,329.5
CCOc1nc2c(c(-c3ccc(N4CCOCC4)cc3)c1C#N)Cc1ccccc1-2,Chloroform,39.1,331.0
CCOc1nc2c(c(-c3ccc(N4CCOCC4)cc3)c1C#N)CSc1ccccc1-2,Chloroform,39.1,240.0
N=C(N)c1ccc(OCOc2ccc(C(=N)N)cc2)cc1,Methanol,55.4,650.0
Oc1ccccc1-c1nc2ccccc2s1,Ethanol,51.9,333.0
Fc1ccc2nc(-c3ccccc3OCc3ccccc3)sc2c1,Ethanol,51.9,322.0
CC(Cc1ccccc1)NC(C#N)c1ccccc1,Ethanol,51.9,495.0
Cc1[nH]c2ccccc2c1N=Nc1nncs1,DMSO,45.1,469.0
Cc1c(N=Nc2nncs2)c2ccccc2n1C,DMSO,45.1,441.0
c1ccc(-c2[nH]c3ccccc3c2N=Nc2nncs2)cc1,DMSO,45.1,496.0
Cn1c(-c2ccccc2)c(N=Nc2nncs2)c2ccccc21,DMSO,45.1,452.0
CSc1nnc(N=Nc2c(C)[nH]c3ccccc23)s1,DMSO,45.1,462.0
CSc1nnc(N=Nc2c(C)n(C)c3ccccc23)s1,DMSO,45.1,460.0
CSc1nnc(N=Nc2c(-c3ccccc3)[nH]c3ccccc23)s1,DMSO,45.1,509.0
CSc1nnc(N=Nc2c(-c3ccccc3)n(C)c3ccccc23)s1,DMSO,45.1,466.0
CN(C)C=O,DMSO,45.1,469.0
CCc1nnc(N=Nc2c(C)n(C)c3ccccc23)s1,DMSO,45.1,442.0
CCc1nnc(N=Nc2c(-c3ccccc3)[nH]c3ccccc23)s1,DMSO,45.1,499.0
CCc1nnc(N=Nc2c(-c3ccccc3)n(C)c3ccccc23)s1,DMSO,45.1,450.0
Cc1[nH]c2ccccc2c1N=Nc1n[nH]c(S)n1,DMSO,45.1,388.0
Cc1c(N=Nc2n[nH]c(S)n2)c2ccccc2n1C,DMSO,45.1,402.0
Sc1nc(N=Nc2c(-c3ccccc3)[nH]c3ccccc23)n[nH]1,DMSO,45.1,411.0
Cn1c(-c2ccccc2)c(N=Nc2n[nH]c(S)n2)c2ccccc21,DMSO,45.1,394.0
COC(=O)C1=C(C)NC2=C(C(=O)C(C)(C)CC2)C1c1ccccc1Cl,Methanol,55.4,367.0
COC(=O)C1=C(C)NC2=C(C(=O)C(C)(C)CC2)C1c1cccc(Cl)c1,Methanol,55.4,362.0
COC(=O)C1=C(C)NC2=C(C(=O)C(C)(C)CC2)C1c1cccc(Cl)c1Cl,Methanol,55.4,367.0
CNc1ccccc1,Hexane,31.0,260.0
Nc1ccccc1,Hexane,31.0,243.0
CF,Cyclohexane,30.9,277.0
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,Cyclohexane,30.9,287.0
O=C(O)c1ccccc1C(=O)Nc1cccc2ccccc12,Cyclohexane,30.9,285.0
O=C(c1ccccc1)c1ccccc1,EthylAcetate,38.1,526.0
Brc1ccc(-c2ccc(-c3ccccc3)cc2)cc1,EthylAcetate,38.1,461.0
CCOc1ccccc1C(=O)C(=O)c1ccccc1OCC,EthylAcetate,38.1,476.0
c1ccc2ccccc2c1,EthylAcetate,38.1,413.0
OC1c2ccccc2C=Cc2ccccc21,EthylAcetate,38.1,423.0
C1=C(c2ccccc2)Cc2ccccc21,EthylAcetate,38.1,380.0
O=c1c2ccccc2sc2ccccc12,EthylAcetate,38.1,635.0
O=c1c2ccccc2oc2ccccc12,EthylAcetate,38.1,633.0
O=C(C(=O)c1ccccc1)c1ccccc1,EthylAcetate,38.1,484.0
CCC(C)(C)c1ccc2oc3ccccc3c(=O)c2c1,EthylAcetate,38.1,642.0
CCC(C)(C)c1ccc2oc3ccccc3c(=O)c2c1C(C)(C)CC,EthylAcetate,38.1,654.0
O=C(c1ccccc1)c1cc2ccccc2oc1=O,EthylAcetate,38.1,414.0
COC(=O)c1ccccc1C(=O)OC,EthylAcetate,38.1,305.0
COC(=O)c1ccc(C(=O)OC)c(C(=O)OC)c1,EthylAcetate,38.1,311.0
c1ccc2c(c1)oc1ccccc12,EthylAcetate,38.1,393.0
Clc1ccccc1-c1ccccc1,EthylAcetate,38.1,356.0
O=C([O-])Cc1ccccc1-c1ccccc1,EthylAcetate,38.1,371.0
Brc1ccc(-c2ccc(Br)cc2)cc1,EthylAcetate,38.1,399.0
Brc1ccc2c(c1)Cc1cc(Br)ccc1-2,EthylAcetate,38.1,411.0
C(#Cc1ccccc1)c1ccccc1,EthylAcetate,38.1,406.0
c1cnc2c(c1)ccc1cccnc12,EthylAcetate,38.1,440.0
c1ccc2c(c1)cnc1ccccc12,EthylAcetate,38.1,462.0
Brc1ccccc1-c1ccc(-c2ccccc2)cc1,EthylAcetate,38.1,466.0
CCOC(=O)c1ccc2ccccc2c1,EthylAcetate,38.1,425.0
N#Cc1cc2ccccc2c2ccccc12,EthylAcetate,38.1,489.0
CCOC(=O)c1cccc2ccccc12,EthylAcetate,38.1,443.0
N#Cc1cccc2ccccc12,EthylAcetate,38.1,443.0
c1ccc(-c2cnc(-c3ccccc3)o2)cc1,EthylAcetate,38.1,493.0
c1ccc2c(c1)-c1cccc3cccc-2c13,EthylAcetate,38.1,394.0
O=c1cc[nH]c2ccccc12,DMSO,45.1,290.0
O=C1C=CN=CC1,DMSO,45.1,313.0
CCOC(=O)c1c[nH]c2c([N+](=O)[O-])cc(F)cc2c1=O,DMSO,45.1,268.0
C[C@@H](O)CNc1ncnc2[nH]c(-c3ccccc3)c(-c3ccccc3)c12,DMF,43.2,460.0
OC[C@H](O)CNc1ncnc2[nH]c(-c3ccccc3)c(-c3ccccc3)c12,THF,37.4,470.0
COC(=O)c1c(C(=O)OC)c2ccc(C)nn2c1C,Cyclohexane,30.9,380.4
CCc1c(C(=O)OC)c(C(=O)OC)c2ccc(-c3ccccc3)nn12,Cyclohexane,30.9,386.0
COc1cc(OC)c2cc(-c3ccccc3)c(=O)oc2c1,Chloroform,39.1,348.0
COc1ccc2cc(-c3ccsc3)c(=O)oc2c1,Chloroform,39.1,372.0
N=C1Cc2ccccc2OC1=O,Chloroform,39.1,366.0
N=C1C(=N)c2ccccc2OC1=O,Chloroform,39.1,374.0
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1.[Cl-],Ethanol,51.9,544.5
O=C(CCS)Nc1ccc2ncnc(Nc3ccccc3)c2c1,Ethanol,51.9,545.0
O=C(O)c1ccnc(N=Cc2cc(N=Nc3ccc([N+](=O)[O-])cc3)ccc2O)c1,Water,63.1,448.0
CC(C)c1cc(S(=O)(=O)O)cc(C(C)C)c1N=Cc1cc(N=Nc2ccc([N+](=O)[O-])cc2)ccc1O,Chloroform,39.1,380.0
COc1cc2c(cc1C=CC(=C(C#N)C#N)c1ccccc1)c1ccccc1n2C,DMSO,45.1,476.0
COc1cc2c(cc1C=C(C#N)c1nc3ccccc3s1)c1ccccc1n2C,DMSO,45.1,443.0
S=C=S,DCM,40.7,419.0
CCCCO,Other,,425.0
CCOC(=O)c1ccn2c(c1)nc1ccccc12,DCM,40.7,248.0
CCOC(=O)c1cc2nc3ccccc3n2cc1C,DCM,40.7,253.0
CCOC(=O)c1ccn2c(nc3ccccc32)c1C,DCM,40.7,250.0
CCOC(=O)c1c(C)cn2c(nc3ccccc32)c1C,DCM,40.7,250.0
CCOC(=O)c1ccn2c(nc3ccccc32)c1-c1ccccc1,DCM,40.7,256.0
CCOC(=O)c1c(C)cn2c(nc3ccccc32)c1-c1ccccc1,DCM,40.7,253.0
CCOC(=O)c1ccn2c(nc3cc(C)c(C)cc32)c1C,DCM,40.7,252.0
CCOC(=O)c1c(C)cn2c(nc3cc(C)c(C)cc32)c1C,DCM,40.7,251.0
CCOC(=O)c1ccn2c(nc3cc(C)c(C)cc32)c1-c1ccccc1,DCM,40.7,228.0
CCOC(=O)c1c(C)cn2c(nc3cc(C)c(C)cc32)c1-c1ccccc1,DCM,40.7,258.0
[H],Chloroform,39.1,477.0
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,Acetonitrile,45.6,0.0
c1ccc(-c2nc(-c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)[nH]4)s3)[nH]c2-c2ccccc2)cc1,Acetonitrile,45.6,385.0
Cn1c(-c2ccc(-c3nc(-c4ccccc4)c(-c4ccccc4)n3C)s2)nc(-c2ccccc2)c1-c1ccccc1,Acetonitrile,45.6,365.0
c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,Acetonitrile,45.6,312.0
O=C(O)c1ccc2ccc3cccc4ccc1c2c34,Toluene,33.9,323.0
OCc1ccc2ccc3cccc4ccc1c2c34,Toluene,33.9,316.0
c1ccncc1,Toluene,33.9,296.0
O=C(c1ccccc1)c1ccc2oc3ccccc3c(=O)c2c1,Acetonitrile,45.6,315.0
C=C(C)C(=O)Nc1csc(-c2ccc(C(=O)c3ccccc3)cc2)c1,Chloroform,39.1,251.0
C=C(C)C(=O)Nc1csc(-c2ccc(C(=O)c3ccc(Cl)cc3)cc2)c1,Chloroform,39.1,256.0
CN(C)c1ccc(C=Cc2ccc([N+](=O)[O-])c(O)c2)cc1,Cyclohexane,30.9,462.0
C(=Cc1ccccc1)c1ccccc1,THF,37.4,412.0
CCN1c2cc(C)sc2C(C)(C)C12C=Cc1cc([N+](=O)[O-])ccc1O2,Toluene,33.9,613.0
COC(=O)c1c(C)sc2c1N(C)C1(C=Cc3c(ccc4ccccc34)O1)C2(C)C,Toluene,33.9,564.0
C[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,Water,63.1,478.0
c1cn[n-]c1,Water,63.1,700.0
CCC1(CC)c2cc(C#Cc3ccc(C=C(C#N)C(=O)O)cc3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,THF,37.4,583.0
CCC1(CC)c2cc(C#Cc3cccc(C=C(C#N)C(=O)O)c3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,THF,37.4,418.1
CCC1(CC)c2cc(C#Cc3ccc(C=C(C#N)C#N)cc3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,THF,37.4,626.4
CCC1(CC)c2cc(C#Cc3ccc(C=C(C#N)C#N)s3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,THF,37.4,632.3
O=C1NC(c2ccccn2)Nc2ccccc21,Chloroform,39.1,340.0
O=C1NC(c2cccnc2)Nc2ccccc21,Chloroform,39.1,332.2
O=C1NC(c2ccncc2)Nc2ccccc21,Chloroform,39.1,340.0
Cc1ccc(C2NC(=O)c3ccccc3N2)o1,Chloroform,39.1,329.8
[Cu],Chloroform,39.1,485.0
C(=Cc1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccc(N2CCCC2)cc1,DMF,43.2,
CSC[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@H](O)[C@@H]1O,Acetone,42.2,450.0
[SiH2]=[Mo]=[SiH2],Acetone,42.2,448.0
C[S+](C)CC(=O)[O-],Water,63.1,432.0
[Mo],Ethanol,51.9,
Cc1ccc(-c2ccc(Br)s2)s1,Chloroform,39.1,942.0
Cc1ccccc1,Toluene,33.9,336.0
COC(=O)C1=C(C(=O)OC)SC(=c2ccc3c(c2)C=CC2OC(c4ccccc4)(c4ccccc4)C=CC=32)S1,Toluene,33.9,327.0
C1=Cc2c(ccc3ccccc23)OC1,Toluene,33.9,345.0
CCN1CCO[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,DCM,40.7,411.0
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,Water,63.1,353.0
ClC(c1cccc2cc3cc4cc5ccccc5cc4cc3cc12)c1cccc2cc3cc4cc5ccccc5cc4cc3cc12,Acetonitrile,45.6,614.0
O=C(CC1(S(=O)(=O)c2ccc(Oc3ccccc3)cc2)CCOCC1)NO,Methanol,55.4,540.0
O=C(NO)C1(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1,Methanol,55.4,527.0
C1=CC=C2C=CC=CC(=C1)C2,Chloroform,39.1,660.0
O=C(O)c1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,Chloroform,39.1,672.0
COc1cc2c(CCl)cc(=O)oc2c2ccccc12,Ethanol,51.9,379.0
COc1cc2c(C)cc(=O)oc2c2ccccc12,Ethanol,51.9,371.0
Cc1cc(=O)oc2c1cc(O)c1ccccc12,Ethanol,51.9,380.0
COc1cc2c(C=O)cc(=O)oc2c2ccccc12,Ethanol,51.9,377.0
COc1cc2c(CO)cc(=O)oc2c2ccccc12,Ethanol,51.9,365.0
COc1cc2c(COC(=O)[C@H](C)NC(=O)OCc3ccccc3)cc(=O)oc2c2ccccc12,Ethanol,51.9,375.0
Br.COc1cc2c(COC(=O)[C@H](C)N)cc(=O)oc2c2ccccc12,Ethanol,51.9,373.0
COC(=O)CCNC(=O)OCc1cc(=O)oc2c1cc(OC)c1ccccc12,Ethanol,51.9,374.0
COc1cc2c(COC(=O)NCCC(=O)O)cc(=O)oc2c2ccccc12,Ethanol,51.9,373.0
NC(CC(=O)c1cccc2oc3cc(=O)c4[nH]c(C(=O)O)cc(=O)c4c-3nc12)C(=O)O,Water,63.1,459.0
O=C(O)c1cc(=O)c2ccccc2[nH]1,Water,63.1,332.0
Nc1c(O)cccc1C(=O)CC(N)C(=O)O,Water,63.1,373.0
Nc1ccccc1C(=O)CC(N)C(=O)O,Water,63.1,363.0
c1ccc2sc(N=Nc3nc4ccccc4s3)nc2c1,Acetonitrile,45.6,427.0
c1cnc2c(c1)ccc1cc(-c3ccsc3)cnc12,DCM,40.7,426.0
CN(C)c1ccc(-c2nc(-c3ccc(C#Cc4ccc(C#N)cc4)cc3)[nH]c2-c2ccc(N(C)C)cc2)cc1,DCM,40.7,405.0
COc1ccc(Cc2nnc3sc(-c4cc5cccc6ccc7cccc4c7c65)nn23)cc1,DMSO,45.1,254.0
CCN1CCN(CC)c2cc3oc(=O)c(C#N)cc3cc21,Methanol,55.4,495.0
CCN(CC)c1ccc(C=Cc2ccn3cc(-c4ccc(OC)cc4)nc3c2)cc1,Toluene,33.9,453.0
COc1ccccc1N=Nc1nc2ccc([N+](=O)[O-])cc2s1,Methanol,55.4,414.0
COc1ccccc1C=CC=NN=Cc1ccc([N+](=O)[O-])cc1,Dioxane,36.0,360.0
N#CC(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(Br)cc1,Cyclohexane,30.9,409.0
CN(C)c1ccc(C=Cc2ccc(C=Cc3ccccc3)cc2)cc1,Benzene,34.3,416.0
Oc1ccc(N=Nc2nccs2)c2cccnc12,DMSO,45.1,443.0
Cc1c(C(N)=O)c(=O)oc2cc3c(cc12)nc(Nc1cccc(F)c1)n3CCCn1ccnc1,Ethanol,51.9,365.0
O=COCc1ccccc1[N+](=O)[O-],Acetonitrile,45.6,260.0
C(=Cc1ccccc1C=Cc1ccccc1)c1ccccc1,Benzene,34.3,368.0
C(=Cc1cnccn1)C=C1C=C(c2ccccc2)OC(c2ccccc2)=C1,DCM,40.7,440.0
Nc1c(N=Nc2ccccc2)c(=O)[nH]c2nc3ccccc3n12,Chloroform,39.1,418.0
COc1cc(-c2nc3c(c4c2-c2ccc(Br)cc2CC4)-c2ccc(Br)cc2CC3)cc(OC)c1OC,Chloroform,39.1,374.0
C#Cc1ccc2c(c1-c1cn([C@H]3C[C@H](O)[C@@H](CO)O3)c(=O)[nH]c1=O)C(=O)c1ccccc1-2,Water,63.1,345.0
CC(C)(C=Cc1c2ccccc2cc2ccccc12)C=Cc1c2ccccc2cc2ccccc12,Chloroform,39.1,377.0
Cc1nccnc1C(=O)C=Cc1ccc(N(C)C)cc1,Ethanol,51.9,310.0
CN1C(=O)C(N=Nc2nc(-c3cc4ccccc4oc3=O)cs2)C(=O)N(C)C1=O,DMSO,45.1,417.0
CCOC(=O)C1=C(c2ccc3ccccc3c2)NC(=O)C1=NNc1ccc([N+](=O)[O-])cc1O,THF,37.4,639.0
COc1cc2c(cc1OC)-c1cc3cc4ccccc4nc3nc1C2,Acetone,42.2,386.0
Oc1ccccc1-c1nc2c(c3c1-c1ccccc1CC3)-c1ccccc1CC2,DCM,40.7,339.0
CC1c2cc(-c3ccccc3)ccc2-c2cc3nc4c5ccccc5c5ccccc5c4nc3cc21,DMSO,45.1,403.0
CCN(CC)c1ccc(Nc2cc3oc(-c4ccc(C#N)cc4)nc3c3ccccc23)cc1,Acetone,42.2,420.0
CC(C)(C)c1ccc(Cn2nc(-c3ccc(Cl)cc3)cc2-c2nnc(COc3ccc(Cl)cc3Cl)o2)cc1,DCM,40.7,262.0
CCOC(=O)Cc1csc(N=Nc2ccc(O)c3ncccc23)n1,DMSO,45.1,565.0
CCN(CC)c1ccc2cc3c(nc(=Nc4ccc(Br)cc4)n4c5ccccc5nc34)oc2c1,Chloroform,39.1,529.0
Oc1ccc(-c2nc3c(o2)c(-c2nc4ccccc4s2)cc2ccccc23)c(O)c1,DMF,43.2,322.0
C1=C2CCC(=Cc3ccc([nH]3)C=c3ccc([nH]3)=Cc3ccc1[nH]3)N2,Chloroform,39.1,715.0
CCN(CC)c1ccc(C(=O)Nc2ccc3c(c2)OCCOCCOCCOCCO3)cc1,Cyclohexane,30.9,323.0
O=C1NC(c2ccc(Cl)cc2)=C2C(=O)OC(c3ccc(Cl)cc3)=C12,DMSO,45.1,495.0
Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,Water,63.1,310.0
O=[N+]([O-])c1ccc(N=Nc2nc3ccc([N+](=O)[O-])cc3s2)cc1,Methanol,55.4,338.0
CCn1c2ccccc2c2nc3ccc(C(=O)OC)c(C(=O)OC)c3nc21,DMF,43.2,406.0
N#CC(=Cc1ccc(-c2ccc(-c3ccc4ccc5cccc6ccc3c4c56)s2)s1)C(=O)O,THF,37.4,524.0
COc1ccc2nc3[nH]c(=O)c(C#N)cc3cc2c1,Acetone,42.2,398.0
Clc1ccc(-c2cc(-c3nnc(-c4ccccc4)o3)n(Cc3ccccc3)n2)cc1,DCM,40.7,267.0
Cc1nn(C)c2nc3c(F)c(F)c(F)c(F)c3cc12,Toluene,33.9,386.0
CN1c2ccc([N+](=O)[O-])cc2C(C)(C)C12C=Cc1c(c(-c3nc4ccccc4s3)cc3ccccc13)O2,Acetone,42.2,336.0
CCCN1c2ccccc2Sc2cc(C=Cc3cc(=O)oc4ccc(C)cc34)ccc21,Chloroform,39.1,423.0
CNC(C)Cc1ccccc1Cl,Water,63.1,483.4
CCC1=C(C)c2cc3[nH]c(c(C)c3CC)c(-c3cc(O)cc(O)c3)c3nc(cc4[nH]c(cc1n2)c(CC)c4C)C(CC)=C3C,Other,,822.0
Cc1ccc(-c2ccc(C(C#N)=Cc3ccc(-c4csc(C=C(C#N)c5ccccc5)c4)cc3)cc2)cc1,THF,37.4,368.0
Cc1cc(C)c2ccc(NC(=O)CCl)nc2n1,Acetonitrile,45.6,328.0
O=[N+]([O-])c1ccc(C=NN=Cc2ccc3ccccc3c2)cc1,Dioxane,36.0,328.0
CN(C)c1ccc(-c2c(F)c(F)c(-c3ccc(N(C)C)cc3)c(F)c2F)cc1,DCM,40.7,331.0
N#Cc1c(N)sc(N=Nc2ccc([N+](=O)[O-])cc2)c1-c1ccc(Cl)cc1,Acetone,42.2,562.0
CC(C)(C)C1=CC(=CC=Cc2ccncn2)C=C(C(C)(C)C)O1,DCM,40.7,429.0
CO[Si](CCCSC(=O)c1ccncc1)(OC)OC,Chloroform,39.1,265.0
COc1ccc(Cn2c(Nc3ccc(I)cc3)nc3cc4c(C)c(C(N)=O)c(=O)oc4cc32)c(OC)c1,Ethanol,51.9,362.0
Fc1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,Chloroform,39.1,322.0
CN(C)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,Acetonitrile,45.6,351.0
O=Cc1ccc(-c2ccc(C3=CCC(c4ccccc4)CC3)s2)s1,Ethanol,51.9,393.0
O=[N+]([O-])c1ccc(-c2nc3c(c4c2-c2ccc(Br)cc2CC4)-c2ccc(Br)cc2CC3)cc1,Chloroform,39.1,350.0
N#Cc1c(N)sc2c1-c1ccccc1C2=Nc1ccc([N+](=O)[O-])cc1,Acetone,42.2,464.0
CCc1nccnc1C(=O)C=Cc1ccc(N(C)C)cc1,Ethanol,51.9,295.0
O=[N+]([O-])c1ccc(-c2nnc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)o2)cc1,Toluene,33.9,375.0
CCN(CC)c1ccc(-c2oc3ccccc3c(=O)c2O)cc1,Acetonitrile,45.6,574.5
CC(=O)c1cccc([N+]([O-])=Cc2ccc3c(c2)Sc2ccccc2N3C)c1,DCM,40.7,314.0
c1ccc2c(c1)Cc1nc3nc4ccccc4cc3cc1-2,Acetone,42.2,371.0
CCN(CC)c1ccc2cc3c(oc2c1)c(C#N)c(=NC1=CC(=S(=O)=O)C(C(=O)O)C=C1)n1c2ccccc2nc31,Acetonitrile,45.6,570.0
O=[N+]([O-])c1ccc(O)c(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)c1,DCM,40.7,342.0
CC(C)(C)c1ccc2c(c1)C(=O)C(c1ccc3cccc(N4C(=O)c5ccc(C(C)(C)C)cc5C4=O)c3n1)C2=O,Other,,456.0
COC(=O)CN1C(=O)c2cccc3c(Nc4cccc(F)c4)ccc(c23)C1=O,DMSO,45.1,442.0
CCn1c2ccc(N=Nc3nc4ccc([N+](=O)[O-])cc4s3)cc2c2cc(N=Nc3nc4ccc([N+](=O)[O-])cc4s3)ccc21,DMF,43.2,499.0
Cn1c2ccc(-c3ccc(-c4ccccc4)s3)cc2c2cc(-c3ccc(-c4ccccc4)s3)ccc21,THF,37.4,639.05
Nc1nc(-c2ccc(NC(=O)c3ccccc3)cc2)c(N=Nc2ccc([N+](=O)[O-])cc2)s1,DMSO,45.1,537.0
COc1ccc(-c2cc3cc(-c4nnc(-c5ccccc5)o4)ccn3n2)cc1OC,Cyclohexane,30.9,340.0
Nc1c(N=Nc2ccccc2[N+](=O)[O-])c(=O)[nH]c2nc3ccccc3n12,Chloroform,39.1,419.0
O=C1C(=O)c2ccccc2-c2ccccc21,Acetonitrile,45.6,554.0
CCN(CC)c1ccc2c(O)c(N=Nc3ccc([N+](=O)[O-])cc3)c(=O)oc2c1,Methanol,55.4,485.0
O=C1c2ccccc2-c2ccc(NCCCl)c3cccc1c23,Benzene,34.3,482.0
CCOC(=O)C1=C(c2ccc3ccccc3c2)NC(=O)C1=NNc1ccccc1O,THF,37.4,466.0
CC(=O)CC(=O)c1ccc(-c2nc3ccccc3n2C)o1,Toluene,33.9,382.0
COc1ccc(-c2cc3c(C#N)c4c5c(oc(=O)c4c(=N)n3[nH]2)-c2ccccc2SC5)cc1,DMF,43.2,444.0
CCn1c2ccc(-c3cccs3)cc2c2cc(-c3ccc(-c4nc5ccccc5n4-c4ccccc4)s3)ccc21,DCM,40.7,372.0
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,DCM,40.7,360.0
c1csc(-c2nnnnc2-c2cccs2)c1,DCM,40.7,923.0
Nc1cccc(N)n1,THF,37.4,389.0
O=C(O)c1ccc(N=Nc2ccc(O)c3ncccc23)cc1,DMSO,45.1,413.0
Oc1ccc(N=Nn2cc(S)nn2)c2cccnc12,Methanol,55.4,496.0
N#CC(=Cc1c2ccccc2cc2ccccc12)c1ccc(N(c2ccccc2)c2ccccc2)cc1,THF,37.4,403.0
O=C1OC(c2ccccc2)=NC1=Cc1ccc(C=Cc2nc3ccccc3[nH]2)cc1,THF,37.4,424.0
CC(C)(C)C1=CC(=CC=CC=CC=C2c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3-c3c2cc([N+](=O)[O-])cc3[N+](=O)[O-])C=C(C(C)(C)C)O1,Toluene,33.9,779.0
O=[N+]([O-])c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,DMSO,45.1,353.0
Clc1ccc(-c2cc(-c3nnc(-c4cccc(Br)c4)o3)n(Cc3ccc(Cl)nc3)n2)cc1,DCM,40.7,274.0
CC(C)c1ccc(C2C3=C(CC(C)(C)CC3=O)Oc3ccc4ccc(OCCCNCCCNc5ccnc6cc(Cl)ccc56)cc4c32)cc1,Methanol,55.4,333.0
C(=Cc1c2ccccc2cc2ccccc12)c1ccccc1,Other,,385.0
Clc1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,Chloroform,39.1,329.0
Cc1ccc(C=NCCN=Cc2ccc(C)cc2)cc1,DCM,40.7,246.0
CN1C(=CC2=C([O-])C(=CC3=[N+](C)c4ccccc4C3(C)C)C2=O)C(C)(C)c2ccccc21,Chloroform,39.1,637.5
Cc1ccc2cccnc2c1O,Methanol,55.4,415.0
N#Cc1ccc(-c2nc3c(c4c2-c2ccc(Br)cc2CC4)-c2ccc(Br)cc2CC3)cc1,Chloroform,39.1,399.0
O=S(=O)(c1cccc(N2N=C(c3ccco3)CC2c2ccccc2)c1)c1cccc(N2N=C(c3ccco3)CC2c2ccccc2)c1,DCM,40.7,348.0
CN(C)c1ccc(C=CC=C2N=C(c3ccccc3)OC2=O)cc1,THF,37.4,488.0
Clc1ccc(-c2ccc3cc4ccccc4nc3n2)cc1,Acetone,42.2,392.0
Cc1c(C(N)=O)c(=O)oc2cc3c(cc12)nc(Nc1cccc2ccccc12)n3CCN1CCOCC1,Ethanol,51.9,349.0
CO[Si](CCCSC(=O)c1cccs1)(OC)OC,Chloroform,39.1,287.0
CCC1(CC)c2cc(C=C(C#N)C#N)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,Acetonitrile,45.6,518.6
c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,DCM,40.7,447.0
CC(=O)Nc1ccc(N=Nc2nc3ccc([N+](=O)[O-])cc3s2)cc1,Methanol,55.4,419.0
Cc1ccc(C=C(C#N)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,THF,37.4,398.0
Oc1ccc(N=Nc2cccnc2)c2cccnc12,DMSO,45.1,538.0
C(=Cc1ccncn1)C=C1C=C(c2ccccc2)OC(c2ccccc2)=C1,DCM,40.7,444.0
CC1(C)c2ccccc2-c2cc3c(C#Cc4ccccc4)c4ccccc4c(C#Cc4ccccc4)c3cc21,DCM,40.7,478.0
CCN(CC)c1ccc(-c2nc3ccc(-n4nc5ccc6cccc(S(=O)(=O)O)c6c5n4)cc3[nH]2)c(O)c1,DMSO,45.1,503.0
Nc1ccc2ncccc2c1,DMSO,45.1,361.0
