SMI,canonical_smi,lambda_max_exp_nm,extinction,solvent
C#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C)C,C#CCOC(=O)[C@H](C)NC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C,268.0,,
C#CCOC(=O)[C@H](C(C)C)NC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C,C#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C)C(C)C,269.0,,
C#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C)CC(C)C,C#CCOC(=O)[C@H](CC(C)C)NC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C,267.0,,
C#CCOC(=O)CCCCCNC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C,C#CCOC(=O)CCCCCNC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C,273.0,,
C#CCOC(=O)CCCNC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C,C#CCOC(=O)CCCNC1=C(Br)C(=O)O[C@@H]1OC1CC(C)CCC1C(C)C,274.0,,
C#CCOC(=O)CNC1=C(Br)C(=O)O[C@@H]1OC1CC2C(C1(C)CC2)(C)C,C#CCOC(=O)CNC1=C(Br)C(=O)O[C@@H]1OC1CC2CCC1(C)C2(C)C,268.0,,
C#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1OC1CC2C(C1(C)CC2)(C)C)C,C#CCOC(=O)[C@H](C)NC1=C(Br)C(=O)O[C@@H]1OC1CC2CCC1(C)C2(C)C,267.0,,
C#CCOC(=O)[C@H](C(C)C)NC1=C(Br)C(=O)O[C@@H]1OC1CC2C(C1(C)CC2)(C)C,C#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1OC1CC2CCC1(C)C2(C)C)C(C)C,268.0,,
C#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1OC1CC2C(C1(C)CC2)(C)C)CC(C)C,C#CCOC(=O)[C@H](CC(C)C)NC1=C(Br)C(=O)O[C@@H]1OC1CC2CCC1(C)C2(C)C,269.0,,
C#CCOC(=O)CCCCCNC1=C(Br)C(=O)O[C@@H]1OC1CC2C(C1(C)CC2)(C)C,C#CCOC(=O)CCCCCNC1=C(Br)C(=O)O[C@@H]1OC1CC2CCC1(C)C2(C)C,273.0,,
C#CCOC(=O)CCCNC1=C(Br)C(=O)O[C@@H]1OC1CC2C(C1(C)CC2)(C)C,C#CCOC(=O)CCCNC1=C(Br)C(=O)O[C@@H]1OC1CC2CCC1(C)C2(C)C,272.0,,
C#CCOc1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccccc1)C=C3)c1ccc(cc1)OCC#C)[nH]2)c1ccccc1,C#CCOc1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccc(OCC#C)cc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,420.0,,
CCCC[Sn]([Sn](CCCC)(CCCC)CCCC)([Sn](CCCC)(CCCC)CCCC)CCCC,CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[Sn]([CH2]CCC)([CH2]CCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC,283.0,,
CCCC[Sn]([Sn]([Sn](CCCC)(CCCC)CCCC)(C)C)(CCCC)CCCC,CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[Sn]([CH3])([CH3])[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC,282.0,,
C[Sn]([Sn](c1ccccc1)(c1ccccc1)c1ccccc1)([Sn](c1ccccc1)(c1ccccc1)c1ccccc1)C,[CH3][Sn]([CH3])([Sn]([c]1ccccc1)([c]1ccccc1)[c]1ccccc1)[Sn]([c]1ccccc1)([c]1ccccc1)[c]1ccccc1,310.0,,
COCCOCCOCCOCCOc1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1cccc(c1)I)C=C3)c1ccc(cc1)OCCOCCOCCOCCOC)[nH]2)c1cccc(c1)I.[Zn],COCCOCCOCCOCCOc1ccc(-c2c3nc(c(-c4cccc(I)c4)c4ccc([nH]4)c(-c4ccc(OCCOCCOCCOCCOC)cc4)c4nc(c(-c5cccc(I)c5)c5ccc2[nH]5)C=C4)C=C3)cc1.[Zn],436.0,,H2O
COCCOCCOCCOCCOc1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1cccc(c1)I)C=C3)c1cccc(c1)I)[nH]2)c1ccc(cc1)OCCOCCOCCOCCOC.[Zn],COCCOCCOCCOCCOc1ccc(-c2c3nc(c(-c4ccc(OCCOCCOCCOCCOC)cc4)c4ccc([nH]4)c(-c4cccc(I)c4)c4nc(c(-c5cccc(I)c5)c5ccc2[nH]5)C=C4)C=C3)cc1.[Zn],435.0,,H2O
SC[C@@H](C(=O)O)NC(=O)C,CC(=O)N[C@@H](CS)C(=O)O,286.0,,
CCC(C(=O)O)S,CCC(S)C(=O)O,494.0,,
CCCC(C(=O)O)S,CCCC(S)C(=O)O,481.0,,
CCCCC(C(=O)O)S,CCCCC(S)C(=O)O,470.0,,
CCCCCCCCCC(C(=O)O)S,CCCCCCCCCC(S)C(=O)O,431.0,,
CC(C(=O)O)S,CC(S)C(=O)O,512.0,,
Oc1cc(O)c2c(c1)oc1c(c2=O)cc(c(c1)O)O.CC(=CCc1cccc2c1c(=O)c1c(o2)cccc1)C,CC(C)=CCc1cccc2oc3ccccc3c(=O)c12.O=c1c2cc(O)c(O)cc2oc2cc(O)cc(O)c12,248.0,,
O=C1C=C(N)c2c(C1=O)cccc2,NC1=CC(=O)C(=O)c2ccccc21,235.0,,
NC(=S)NN=C1C=Cc2c(C1=O)cccc2,NC(=S)NN=C1C=Cc2ccccc2C1=O,230.0,,
NC(=O)NN=C1C=Cc2c(C1=O)cccc2,NC(=O)NN=C1C=Cc2ccccc2C1=O,274.5,,
ON=C1C=Cc2c(C1=O)cccc2,O=C1C(=NO)C=Cc2ccccc21,244.0,,
NN=C1C=Cc2c(C1=O)cccc2,NN=C1C=Cc2ccccc2C1=O,244.0,,
NC(=S)NN=C1C=C(N)c2c(C1=O)cccc2,NC(=S)NN=C1C=C(N)c2ccccc2C1=O,235.0,,
NC(=O)NN=C1C=C(N)c2c(C1=O)cccc2,NC(=O)NN=C1C=C(N)c2ccccc2C1=O,239.0,,
ON=C1C=C(N)c2c(C1=O)cccc2,NC1=CC(=NO)C(=O)c2ccccc21,241.0,,
NN=C1C=C(N)c2c(C1=O)cccc2,NN=C1C=C(N)c2ccccc2C1=O,236.0,,
O=C1C=Cc2c(C1=O)cccc2,O=C1C=Cc2ccccc2C1=O,253.5,,
c1ccc2c(c1)nccc2.CNC,CNC.c1ccc2ncccc2c1,388.0,,
CONC(=O)O,CONC(=O)O,378.0,5495.408739,methanol
S=C(Nc1ccc(cc1)Br)NN=Cc1ccccc1OCCCOc1ccccc1C=NNC(=S)Nc1ccc(cc1)Br,S=C(NN=Cc1ccccc1OCCCOc1ccccc1C=NNC(=S)Nc1ccc(Br)cc1)Nc1ccc(Br)cc1,312.0,35631.0,CH2Cl2
OC(COc1ccccc1C=NNC(=S)Nc1ccc(cc1)Br)COc1ccccc1C=NNC(=S)Nc1ccc(cc1)Br,OC(COc1ccccc1C=NNC(=S)Nc1ccc(Br)cc1)COc1ccccc1C=NNC(=S)Nc1ccc(Br)cc1,313.0,22157.0,CH2Cl2
CC(C(=O)NCCNC(=O)C(S)C)S,CC(S)C(=O)NCCNC(=O)C(C)S,284.0,14800.0,
CN(C(=S)SC(=S)N(C)C)C,CN(C)C(=S)SC(=S)N(C)C,410.0,,
CCN(C(=S)SSC(=S)N(CC)CC)CC,CCN(CC)C(=S)SSC(=S)N(CC)CC,354.0,,
C[C@@H]1CC[C@H]([C@@H](C1)O[C@H]1OC(=O)C(=C1NCCCCCC(=O)OCC#CC#CCOC(=O)CCCCCNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)Br)C(C)C,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O[C@H]1OC(=O)C(Br)=C1NCCCCCC(=O)OCC#CC#CCOC(=O)CCCCCNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,274.0,,
C[C@@H]1CC[C@H]([C@@H](C1)O[C@H]1OC(=O)C(=C1NCCCC(=O)OCC#CC#CCOC(=O)CCCNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)Br)C(C)C,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O[C@H]1OC(=O)C(Br)=C1NCCCC(=O)OCC#CC#CCOC(=O)CCCNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,271.0,,
C[C@@H]1CC[C@H]([C@@H](C1)O[C@H]1OC(=O)C(=C1NCC(=O)OCC#CC#CCOC(=O)CNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)Br)C(C)C,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O[C@H]1OC(=O)C(Br)=C1NCC(=O)OCC#CC#CCOC(=O)CNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,268.0,,
C[C@@H]1CC[C@H]([C@@H](C1)O[C@H]1OC(=O)C(=C1N[C@H](C(=O)OCC#CC#CCOC(=O)[C@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)C)C)Br)C(C)C,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O[C@H]1OC(=O)C(Br)=C1N[C@@H](C)C(=O)OCC#CC#CCOC(=O)[C@@H](C)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,268.0,,
C[C@@H]1CC[C@H]([C@@H](C1)O[C@H]1OC(=O)C(=C1N[C@H](C(=O)OCC#CC#CCOC(=O)[C@@H](C(C)C)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)C(C)C)Br)C(C)C,CC(C)[C@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)C(=O)OCC#CC#CCOC(=O)[C@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)C(C)C,269.0,,
CC(C[C@H](C(=O)OCC#CC#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)CC(C)C)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)C,CC(C)C[C@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)C(=O)OCC#CC#CCOC(=O)[C@@H](CC(C)C)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,268.0,,
C[C@@H]1CC[C@H]([C@@H](C1)O[C@H]1OC(=O)C(=C1N[C@H](C(=O)OCC#CC#CCOC(=O)[C@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)Cc1ccccc1)Cc1ccccc1)Br)C(C)C,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O[C@H]1OC(=O)C(Br)=C1N[C@@H](Cc1ccccc1)C(=O)OCC#CC#CCOC(=O)[C@@H](Cc1ccccc1)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,267.0,,
C[C@@H]1CC[C@H]([C@@H](C1)O[C@H]1OC(=O)C(=C1N[C@H](c1ccccc1)C(=O)OCC#CC#CCOC(=O)[C@H](c1ccccc1)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)Br)C(C)C,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O[C@H]1OC(=O)C(Br)=C1N[C@H](C(=O)OCC#CC#CCOC(=O)[C@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)c1ccccc1)c1ccccc1,266.0,,
O=C(CCCCCNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)OCC#CC#CCOC(=O)CCCCCNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C,CC1(C)[C@H]2CC[C@]1(C)[C@H](O[C@H]1OC(=O)C(Br)=C1NCCCCCC(=O)OCC#CC#CCOC(=O)CCCCCNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@@H]3CC[C@@]1(C)C3(C)C)C2,273.0,,
O=C(CCCNC1=C(Br)C(=O)O[C@@H]1OC1C[C@H]2C([C@]1(C)CC2)(C)C)OCC#CC#CCOC(=O)CCCNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C,CC1(C)[C@H]2CC[C@]1(C)C(O[C@H]1OC(=O)C(Br)=C1NCCCC(=O)OCC#CC#CCOC(=O)CCCNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@@H]3CC[C@@]1(C)C3(C)C)C2,273.0,,
O=C(CNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)OCC#CC#CCOC(=O)CNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C,CC1(C)[C@H]2CC[C@]1(C)[C@H](O[C@H]1OC(=O)C(Br)=C1NCC(=O)OCC#CC#CCOC(=O)CNC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@@H]3CC[C@@]1(C)C3(C)C)C2,268.0,,
C[C@@H](C(=O)OCC#CC#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)C)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C,C[C@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C)C(=O)OCC#CC#CCOC(=O)[C@H](C)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,269.0,,
CC([C@@H](C(=O)OCC#CC#CCOC(=O)[C@H](C(C)C)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)C,CC(C)[C@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C)C(=O)OCC#CC#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C)C(C)C,270.0,,
CC(C[C@@H](C(=O)OCC#CC#CCOC(=O)[C@@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)CC(C)C)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)C,CC(C)C[C@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C)C(=O)OCC#CC#CCOC(=O)[C@H](CC(C)C)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,269.0,,
O=C([C@H](Cc1ccccc1)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)OCC#CC#CCOC(=O)[C@H](Cc1ccccc1)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C,CC1(C)[C@H]2CC[C@]1(C)[C@H](O[C@H]1OC(=O)C(Br)=C1N[C@@H](Cc1ccccc1)C(=O)OCC#CC#CCOC(=O)[C@H](Cc1ccccc1)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@@H]3CC[C@@]1(C)C3(C)C)C2,268.0,,
O=C([C@H](c1ccccc1)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C)OCC#CC#CCOC(=O)[C@@H](c1ccccc1)NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C,CC1(C)[C@H]2CC[C@]1(C)[C@H](O[C@H]1OC(=O)C(Br)=C1N[C@H](C(=O)OCC#CC#CCOC(=O)[C@H](NC1=C(Br)C(=O)O[C@@H]1O[C@@H]1C[C@@H]3CC[C@@]1(C)C3(C)C)c1ccccc1)c1ccccc1)C2,265.0,,
OP(O)O,OP(O)O,290.0,,
Cc1nc2c(O)cccn2c(=O)c1Cl.Cl,Cc1nc2c(O)cccn2c(=O)c1Cl.Cl,260.0,,
[CH-]1C=CC=C1.Clc1ccc(nn1)N1N=C(CC1c1ccccc1)[C-]1C=CC=C1.[Fe+2],Clc1ccc(N2N=C([c-]3cccc3)CC2c2ccccc2)nn1.[Fe+2].c1cc[cH-]c1,326.0,25984.0,chloroform
[CH-]1C=CC=C1.Clc1ccc(nn1)N1N=C(CC1c1ccccc1Cl)[C-]1C=CC=C1.[Fe+2],Clc1ccc(N2N=C([c-]3cccc3)CC2c2ccccc2Cl)nn1.[Fe+2].c1cc[cH-]c1,325.0,26318.0,chloroform
[CH-]1C=CC=C1.Clc1ccc(nn1)N1N=C(CC1c1ccc(cc1Cl)Cl)[C-]1C=CC=C1.[Fe+2],Clc1ccc(C2CC([c-]3cccc3)=NN2c2ccc(Cl)nn2)c(Cl)c1.[Fe+2].c1cc[cH-]c1,324.0,27816.0,chloroform
[CH-]1C=CC=C1.Clc1ccc(nn1)N1N=C(CC1c1ccccc1OCc1ccccc1)[C-]1C=CC=C1.[Fe+2],Clc1ccc(N2N=C([c-]3cccc3)CC2c2ccccc2OCc2ccccc2)nn1.[Fe+2].c1cc[cH-]c1,326.0,32980.0,chloroform
[CH-]1C=CC=C1.Clc1ccc(nn1)N1N=C(CC1c1ccc(cc1)OCc1ccccc1)[C-]1C=CC=C1.[Fe+2],Clc1ccc(N2N=C([c-]3cccc3)CC2c2ccc(OCc3ccccc3)cc2)nn1.[Fe+2].c1cc[cH-]c1,326.0,28336.0,chloroform
[CH-]1C=CC=C1.CCCOc1ccc(nn1)N1N=C(CC1c1ccccc1Cl)[C-]1C=CC=C1.[Fe+2],CCCOc1ccc(N2N=C([c-]3cccc3)CC2c2ccccc2Cl)nn1.[Fe+2].c1cc[cH-]c1,325.0,24614.0,chloroform
[CH-]1C=CC=C1.CCCOc1ccc(nn1)N1N=C(CC1c1ccc(cc1Cl)Cl)[C-]1C=CC=C1.[Fe+2],CCCOc1ccc(N2N=C([c-]3cccc3)CC2c2ccc(Cl)cc2Cl)nn1.[Fe+2].c1cc[cH-]c1,323.0,16536.0,chloroform
[CH-]1C=CC=C1.CCCOc1ccc(nn1)N1N=C(CC1c1ccccc1OCc1ccccc1)[C-]1C=CC=C1.[Fe+2],CCCOc1ccc(N2N=C([c-]3cccc3)CC2c2ccccc2OCc2ccccc2)nn1.[Fe+2].c1cc[cH-]c1,325.0,30202.0,chloroform
[BH4-],[BH4-],390.0,,
[O-]C(=O)C(CC(=O)[O-])(CC(=O)[O-])O,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],407.0,,
[CH-]1C=CC=C1.O=C(c1cccs1)[C-]1C=CC=C1.[Fe+2],O=C(c1cccs1)[c-]1cccc1.[Fe+2].c1cc[cH-]c1,495.0,14791.08388,
O=C(c1cccs1)[C-]1C=CC=C1.O=C(c1cccs1)[C-]1C=CC=C1.[Fe+2],O=C(c1cccs1)[c-]1cccc1.O=C(c1cccs1)[c-]1cccc1.[Fe+2],314.5,512861.384,
c1ccc(cc1)C=Cc1sc2c([nH+]1)cccc2,C(=Cc1[nH+]c2ccccc2s1)c1ccccc1,500.0,,
c1cc2ccc3c4c2c(c1)ccc4ccc3C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc4c5c1ccc1c5c(cc4)ccc1)C=C3)c1ccc3c4c1ccc1c4c(cc3)ccc1)[nH]2)c1ccc2c3c1ccc1c3c(cc2)ccc1,C1=Cc2nc1c(-c1ccc3ccc4cccc5ccc1c3c45)c1ccc([nH]1)c(-c1ccc3ccc4cccc5ccc1c3c45)c1nc(c(-c3ccc4ccc5cccc6ccc3c4c56)c3ccc([nH]3)c2-c2ccc3ccc4cccc5ccc2c3c45)C=C1,328.0,67800.0,
c1ccc(cc1)c1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc(cc1)c1ccccc1)C=C3)c1ccc(cc1)c1ccccc1)[nH]2)c1ccc(cc1)c1ccccc1,C1=Cc2nc1c(-c1ccc(-c3ccccc3)cc1)c1ccc([nH]1)c(-c1ccc(-c3ccccc3)cc1)c1nc(c(-c3ccc(-c4ccccc4)cc3)c3ccc([nH]3)c2-c2ccc(-c3ccccc3)cc2)C=C1,311.0,20800.0,
c1cc2ccc3c4c2c(c1)ccc4ccc3c1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc(cc1)c1ccc4c5c1ccc1c5c(cc4)ccc1)C=C3)c1ccc(cc1)c1ccc3c4c1ccc1c4c(cc3)ccc1)[nH]2)c1ccc(cc1)c1ccc2c3c1ccc1c3c(cc2)ccc1,C1=Cc2nc1c(-c1ccc(-c3ccc4ccc5cccc6ccc3c4c56)cc1)c1ccc([nH]1)c(-c1ccc(-c3ccc4ccc5cccc6ccc3c4c56)cc1)c1nc(c(-c3ccc(-c4ccc5ccc6cccc7ccc4c5c67)cc3)c3ccc([nH]3)c2-c2ccc(-c3ccc4ccc5cccc6ccc3c4c56)cc2)C=C1,349.0,105400.0,
[O-]CCCC.[O-]CCCC.[O-]CCCC.[O-]CCCC.[Ti+4],CCCC[O-].CCCC[O-].CCCC[O-].CCCC[O-].[Ti+4],320.0,,
O=C1C=CC(=O)C=C1N1CCOCC1,O=C1C=CC(=O)C(N2CCOCC2)=C1,228.0,,
O=C1C=C(N2CCOCC2)C(=O)C=C1N1CCOCC1,O=C1C=C(N2CCOCC2)C(=O)C=C1N1CCOCC1,229.0,,
[Eu+3],[Eu+3],425.0,,
[CH-]1C=CC=C1.COc1ccc(cc1)Cc1nnc2n1nc(s2)C1=C[CH-]C=C1.[Fe+2],COc1ccc(Cc2nnc3sc(-c4cc[cH-]c4)nn23)cc1.[Fe+2].c1cc[cH-]c1,284.0,,DMSO
[Re],[Re],246.0,,
N#CC(=C(C#N)C#N)C#N,N#CC(C#N)=C(C#N)C#N,257.0,,
CC1COC(=O)O1,CC1COC(=O)O1,379.55,,
CC1=CC(=O)CCC1,CC1=CC(=O)CCC1,532.0,,Ethanol
[Y],[Y],415.0,,
B[Y],[BH2][Y],570.0,,
[Rb],[Rb],545.0,,
COc1cc(ccc1OC)c1ccc(cc1)c1c2c(=O)n(c(c2c(=O)n1C(=O)OC(C)(C)C)c1ccc(cc1)c1ccc(c(c1)OC)OC)C(=O)OC(C)(C)C,COc1ccc(-c2ccc(C3=C4C(=O)N(C(=O)OC(C)(C)C)C(c5ccc(-c6ccc(OC)c(OC)c6)cc5)=C4C(=O)N3C(=O)OC(C)(C)C)cc2)cc1OC,472.0,18500.0,dichloromethane
CN(c1ccc(cc1)c1ccc(cc1)c1n(C(=O)OC(C)(C)C)c(=O)c2c1c(=O)n(c2c1ccc(cc1)c1ccc(cc1)N(C)C)C(=O)OC(C)(C)C)C,CN(C)c1ccc(-c2ccc(C3=C4C(=O)N(C(=O)OC(C)(C)C)C(c5ccc(-c6ccc(N(C)C)cc6)cc5)=C4C(=O)N3C(=O)OC(C)(C)C)cc2)cc1,518.0,15400.0,dichloromethane
CSc1ccc(cc1)c1ccc(cc1)c1n(C(=O)OC(C)(C)C)c(=O)c2c1c(=O)n(c2c1ccc(cc1)c1ccc(cc1)SC)C(=O)OC(C)(C)C,CSc1ccc(-c2ccc(C3=C4C(=O)N(C(=O)OC(C)(C)C)C(c5ccc(-c6ccc(SC)cc6)cc5)=C4C(=O)N3C(=O)OC(C)(C)C)cc2)cc1,469.0,28700.0,dichloromethane
O=C(n1c(=O)c2c(c1c1ccc(cc1)c1ccc(cc1)C(C)(C)C)c(=O)n(c2c1ccc(cc1)c1ccc(cc1)C(C)(C)C)C(=O)OC(C)(C)C)OC(C)(C)C,CC(C)(C)OC(=O)N1C(=O)C2=C(c3ccc(-c4ccc(C(C)(C)C)cc4)cc3)N(C(=O)OC(C)(C)C)C(=O)C2=C1c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,463.0,34200.0,dichloromethane
O=C(n1c(=O)c2c(c1c1ccc(cc1)c1ccc(cc1)S(=O)(=O)C)c(=O)n(c2c1ccc(cc1)c1ccc(cc1)S(=O)(=O)C)C(=O)OC(C)(C)C)OC(C)(C)C,CC(C)(C)OC(=O)N1C(=O)C2=C(c3ccc(-c4ccc(S(C)(=O)=O)cc4)cc3)N(C(=O)OC(C)(C)C)C(=O)C2=C1c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1,451.0,23300.0,dichloromethane
C[C@H](CN1CCN(CCN(CCN(CC1)CC(=O)O)CC(=O)O)CC(=O)O)O,C[C@@H](O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,460.0,,
NC(=[NH2+])Nc1cc(ccc1NC(=O)C)C(=O)O,CC(=O)Nc1ccc(C(=O)O)cc1NC(N)=[NH2+],468.0,,
C[C@]12CC[C@@H](C2(C)C)C[C@@H]1OP(=O)(OP(=O)(O)O)O,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](OP(=O)(O)OP(=O)(O)O)C2,540.0,,
OC[C@H]1O[C@H](OC[C@H]2CO2)[C@@H]([C@H]([C@@H]1O)O)O,OC[C@H]1O[C@H](OC[C@H]2CO2)[C@H](O)[C@@H](O)[C@@H]1O,396.0,,
CCCCCCCCC=CCCCCCCCC(=O)OCC(C[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC,CCCCCCCCC=CCCCCCCCC(=O)OCC(C[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC,400.0,,
CCCCCCCCCCCCCCCC(=O)OC[C@@H](OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(OCC[N+](C)(C)C)[O-],CCCCCCCCC=CCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,399.0,,
COc1ccc(cc1)n1c(C)c(c2c1cccc2)C(c1c(C)n(c2c1cccc2)c1ccc(cc1)OC)c1ccc(cc1)n1c2ccccc2c2c1cccc2,COc1ccc(-n2c(C)c(C(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3c(C)n(-c4ccc(OC)cc4)c4ccccc34)c3ccccc32)cc1,342.0,,
[11CH4],[11CH4],682.0,,
